,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes,fold
15564,223,18,3,Bb7,Bb7,Bb7,"60,56,55,53",3
15565,223,19,1,Ebmaj7,Ebmaj7,Ebmaj7,"51,53,55,56,57,60,62,65",3
15566,223,20,1,A-7,A-7,A-7,"64,67,67",3
15567,223,20,3,D7,D7,D7,"71,63,67,71",3
15568,223,21,1,Gmaj7,Gmaj7,Gmaj7,"67,69,71,74",3
15569,223,21,3,Bb7,Bb7,Bb7,"68,72,71,70,68",3
15570,223,22,1,Ebmaj7,Ebmaj7,Ebmaj7,"67,62,65,67",3
15571,223,22,3,F#7,A-7,Gb7,"64,66,68,70",3
15572,223,23,1,Bmaj7,F-7,Cbmaj7,"73,70,68,66,63,61,59,55,60",3
15573,223,24,1,F-7,F-7,F-7,"62,63,65",3
15574,223,24,3,Bb7,Bb7,Bb7,"67,65,62,60",3
15575,223,25,1,Ebmaj7,Ebmaj7,Ebmaj7,"58,68,67,62,65,63,62,60",3
15576,223,26,1,A-7,A-7,A-7,64,3
15577,223,26,3,D7,D7,D7,"70,71,69",3
15578,223,27,1,Gmaj7,Gmaj7,Gmaj7,"69,66,62,59,57",3
15579,223,28,1,C#-7,Bb7,Db-7,"68,69,68",3
15580,223,28,3,F#7,Gb7,Gb7,71,3
15581,223,29,1,Bmaj7,Cbmaj7,Cbmaj7,"70,66,63,59,70",3
15582,223,30,1,F-7,F-7,F-7,"71,74,72,71",3
15583,223,30,3,Bb7,Bb7,Bb7,"70,68,67",3
15584,223,31,1,Ebmaj7,Ebmaj7,Ebmaj7,"65,63,61",3
15585,223,32,1,C#-7,A-7,A-7,"63,66",3
15586,223,32,3,F#7,Gb7,Gb7,,3
15587,224,1,1,D-7,G7,D-7,"69,67,69,67,62,65,64,67,68,69,69,69,69,67,69,71,72,73,69,67,69,71,67,65,67,69,71,67,65,67,65,65,67",2
15588,224,9,1,D-7,G7,D-7,"69,67,69,71,73,73,69,71,71,69,65,65,65,67,71,64,65,67,67,61,60,59,58,57,56,55,59,64,65,66,68,68,68,67,67,62,65,69,72,71,69,65,62,57,59",2
15589,224,17,1,Eb-7,G7,D-7,"63,68,72,72,72,70,66,63,60,60,63,68,63,68,65,60,59,58,69,65,67,66,63,66,67,67,58,58,61,63,65,68,65,63,66,68,70,72",2
15590,224,25,1,D-7,D7,D-7,"57,59,62,65,59,62,65,69,71,74,57,59,62,65,69,71,74,69,71,69,65,62,59,59,59,62,65,69,71,74,72,69,71,69,65,62,59,67,65,62,57,71,67",2
15591,224,33,1,D-7,G7,D-7,"69,65,62,59,62,65,67,69,71,62,65,60,65,69,67,69,67,69,67,60,65,69,74,73,69,65,62,58,67,65,62,57,57,59,55,55,59,57,55,53,53,59,60,57",2
15592,224,41,1,D-7,G7,D-7,"55,59,62,57,57,60,64,59,59,62,65,67,62,65,69,72,67,67,71,74,73,72,65,69,72,71,67,74,72,71,62,62,69,71,70,66,68,64,60,62,60,59,63",2
15593,224,49,1,Eb-7,G-7,D-7,"70,70,61,61,66,70,71,63,66,70,72,68,68,72,75,73,70,73,70,63,68,72,61,66,70,60,60,63,68,67,67,64,65,69,58,61,62,65,63,66,70,72,71,68,66,63",2
15594,224,57,1,D-7,D7,D-7,"62,65,69,64,67,71,65,65,69,72,67,69,72,69,69,71,72,74,72,69,65,62,62,66,69,69,72,66,60,67,71,62,69,71,64,71,71,72,69,72,69,71,69,70,71,69",2
15595,224,65,1,D-7,G-7,D-7,"71,71,74,69,69,72,74,73,65,69,65,69,72,72,69,65,62,57,64,64,67,62,67,71,70,68,71,70,68,67,67,64,60,65,69,72,69,65,62,64,65,67,66,62,67,68,69,62",2
15596,224,73,1,D-7,G7,D-7,"65,61,64,62,62,69,71,64,63,62,65,60,63,68,71,64,64,68,70,71,63,63,66,70,68,66,63,59,61,62,67,62,61,59,58,57,56,55,59,57,62,65,69,74",2
15597,224,81,1,Eb-7,G-7,D-7,"70,68,70,70,71,72,70,68,66,63,61,63,70,71,72,73,68,72,71,70,69,68,67,66,72,69,66,65,64,63,62",2
15598,224,89,1,D-7,D7,D-7,"61,60,59,58,57,56,55,59,57,62,72,72,69,71,69,65,64,67,62,61,57,54,55,57,64,62,59,55,57,52,50,54,62,68,67,69,65,74,71,70,69,68,67,66,65,73,74",2
15599,224,97,1,D-7,G7,D-7,"69,74,73,71,68,71,69,65,62,71,69,65,62,74,64,69,74,73,72,69,66,62,65,68,65,64,67,65,64,67,61,62,64,65,62,60,59,62,57",2
15600,224,105,1,D-7,G7,D-7,"68,64,65,65,69,69,72,72,71,71,67,69,71,67,65,67,69,71,65,67,64,67,61,62,64,65,62,60,59,62,57,68,62,69,66,65,62,69,65,62",2
15601,224,113,1,Eb-7,G7,D-7,"63,68,66,70,72,68,72,71,70,66,70,68,63,68,66,68,66,63,60,65,68,67,68,63,70,66,63,61,60,58,63,60,56,50,63,67,67,69,67,66,65",2
15602,224,121,1,D-7,D7,D-7,"62,65,69,71,74,66,69,74,73,69,65,62,67,69,65,69,65,61,69,68,64,65,69,67,62,71,67,64,69,72,71,69,65,62,59,69,69",2
15603,224,129,1,D-7,G7,D-7,"71,69,71,69,71,67,65,71,69,71,62,67,69,71,62,67,69,71,69,71,69,65,64,67,65,62,61,64,62,69,67,65,62",2
15604,224,137,1,D-7,G7,D-7,"68,71,62,65,68,70,68,70,68,67,72,62,62,69,71,65,64,67,71,61,61,63,65,67,60,67,62,68,64,64,68,70,66,61,59,62,62,65,69,71,63,61,58,56,54,63,66,70",2
15605,224,145,1,Eb-7,G7,D-7,"62,65,66,70,72,61,64,68,58,60,62,60,65,69,63,66,70,62,66,68,61,64,68,58,60,64,60,65,69,60,65,69,71,68,66,63,64",2
15606,224,153,1,D-7,D7,D-7,"67,71,63,65,69,62,65,70,63,68,71,61,66,70,64,67,71,63,65,67,70,61,66,70,62,66,68,64,68,71,69,65,62,65",2
15607,224,161,1,D-7,G7,D-7,"64,67,71,70,68,66,64,61,61,63,67,60,64,68,71,64,66,68,71,64,64,68,70,73,71,61,66,67,66,65,63,61,59,58,57,56,55,59,57,53,50,55,53,50,53,57,60,55,65,66,67,67",2
15608,224,169,1,D-7,G7,D-7,"67,71,70,63,66,70,71,68,61,65,68,71,68,62,62,65,68,71,67,71,68,71,70,69,70,71,64,64,65,69,71,70,67,70,69,74,73,69,71,65,67,64,60,57,53,52",2
15609,224,177,1,Eb-7,G7,D-7,"60,65,60,60,66,63,66,69,67,69,67,63,70,65,61,58,54,53,68,60,72,70,68,70,68,65,63,61,58,54,53,51,56,51,63,66,68,72,71",2
15610,224,185,1,D-7,D7,D-7,"69,65,64,60,57,60,59,57,53,52,73,71,71,67,64,60,59,62,61,55,74,68,69,71,67,62,60,59,74,69,65,64,67,62,60,59",2
15611,224,193,1,D-7,G7,D-7,"67,73,74,67,69,65,64,67,61,60,59,71,72,69,65,64,67,66,64,60,59,57,69,67,65,62,60,59,62,59,57,67,65,62,60,59,55,53,55",2
15612,224,201,1,D-7,G7,D-7,"66,65,64,67,64,60,57,53,52,52,55,57,60,57,60,62,61,67,65,64,65,69,72,69,65,64,67,64,60,54,53,52,55,52,50,47,45,47,67",2
15613,224,209,1,Eb-7,G7,G7,"63,65,68,72,71,70,66,65,68,63,61,58,54,53,73,72,68,65,63,67,65,61,60,60,65,63,60,58,54,53,63,67,51,53,56,61,55,67,63,66,63,66,70",2
15614,224,217,1,D-7,D7,D-7,"64,65,69,67,69,68,67,69,67,60,65,69,71,71,69,71,74,73,72,69,69,74,73,69,74,73,69,65,62,67,65,65,65,67,65,62,61,69,60",2
15615,224,225,1,D-7,G7,D-7,"69,69,69,69,69,68,69,68,69,67,69,67,69,67,65,62,67",2
15616,224,233,1,D-7,G7,D-7,"67,66,67,69,65,65,62,62,59,53,67,69,70,71,70,71,70,71,67,62,59,71,70,71,72,71,69",2
15617,224,241,1,Eb-7,G7,G7,"72,71,72,68,63,70,71,72,71,72,68,71,72,71,72,68,63,75,74,75,74,75,71,72,75",2
15618,224,249,1,D-7,D7,D-7,"70,71,70,71,67,74,73,74,73,74,73,74,71,74,73,70,71,70,71,67,73,74,73,74,71",2
15619,224,257,1,D-7,G7,D-7,"74,71,69,67,66,65,64,65,67,69,65,62,61,64,62,65,69,64,68,71,63,61,60,59,58,57,56,55,59,57,62,65,69,62,65,69,71,69,67,65,64,67,62",2
15620,224,265,1,D-7,G7,D-7,"67,69,67,69,62,65,69,64,67,71,65,69,72,67,69,69,71,72,73,72,69,65,62,65,67,65,62,57,53,54,56,63,67,60",2
15621,224,273,1,Eb-7,G7,G7,"58,54,51,54,47,58,60,56,54,56,67,60,58,58,60,62,65,63,66,70,71,68,66,63,63,66,67,70,65,60,58,58,60,62,65,63,66,68,71,68,66,63,58",2
15622,224,281,1,D-7,D7,D-7,"62,69,71,69,71,69,65,62,67,65,62,64,62,60,57,53,50,50,53,57,66,68,67,62,62,65,69,74,73,69,71,67,65,62,58,65,65,67,69,71",2
15623,224,289,1,D-7,G7,D-7,"67,71,67,69,69,72,71,69,67,70,71,67,65,67,69,65,62,63,64,65,67,64,65,67,69,65,64,63,67,62,62,63,61,63,61,59,58,57,57,61,65,69,71,68",2
15624,224,297,1,D-7,G7,D-7,"64,65,66,65,64,63,63,66,65,63,61,60,59,58,57,56,55,72,73,70,71,67,66,70,69,66,65,64,63,65,63,61,60,59,58,57,56,55,59,57,62,65,69,63",2
15625,224,305,1,Eb-7,G7,G7,"68,72,60,70,65,68,66,63,65,60,56,53,58,60,65,63,62,58,73,70,71,68,65,67,69,70,63,65,67,69,64,66,68,70,66,64,63,66,64,62,61,63,62",2
15626,224,313,1,D-7,D7,D-7,"64,66,68,63,66,65,67,64,67,61,60,59,58,57,56,55,59,57,62,65,69,72,72,69,71,69,65,64,62,67,71,70,65,66,65,68,64,61,59,58,57,56,55,59,57,68,69,68",2
15627,224,321,1,D-7,G7,D-7,"69,61,62,61,67,65,62,59,67,62,67,70,71,70,67,65,67,69,67,65,67,69,62,67,62,59,55,50,53,57,67,69,67,62,67,60,65,69,74,73,67",2
15628,224,329,1,D-7,G7,D-7,"62,67,71,65,69,72,65,67,71,74,73,74,71,72,71,72,70,69,67,68,67,67,65,69,72,69,67,71,74,74,69,74,71,71,72,71,69,65,63",2
15629,224,337,1,Eb-7,G7,G7,"68,72,73,61,61,66,70,72,70,70,66,61,58,63,63,65,68,72,71,70,60,65,68,73,70,69,66,61,67,63,67,63,60,68,66,61,58,54,51,51,54,58,60,67,67,63,68,62",2
15630,224,345,1,D-7,D7,D-7,"71,66,71,72,71,67,62,67,71,70,67,60,65,69,71,62,67,71,67,62,67,71,62,60,67,69,66,62,67,71,67,65,69,68,62,71,62",2
15631,224,353,1,D-7,G7,D-7,"67,71,67,71,70,67,65,69,67,65,69,62,67,71,67,71,67,69,72,69,72,62,67,71,69,62,67,71,67,65,69,67,65,60,57,53,62,59,55,53,52",2
15632,224,361,1,D-7,G7,D-7,"62,59,55,53,52,52,53,57,60,55,55,57,62,68,67,68,65,64,64,65,67,69,66,62,64,65,61,62,60,62,64,60,62,64,65,67,64,65,69,72,64,64,65,69,71",2
15633,224,369,1,Eb-7,G7,G7,"65,66,68,70,69,63,65,61,60,60,61,63,65,63,62,61,60,58,58,53,54,56,58,58,57,58,60,61,63,65,60,63,63,65,67,68,70,72,71,68,66,65,65,66,68,70,66",2
15634,224,377,1,D-7,D7,D-7,"66,69,70,72,70,69,67,65,64,65,65,64,65,61,62,62,61,62,64,65,62,59,58,57,57,59,61,62,64,66,62,60,59,55,57,53,55,57,59,60,62,64,60,62",2
15635,224,385,1,D-7,G7,D-7,"62,65,69,68,72,71,69,67,65,67,69,62,65,69,72,67,69,71,67,65,65,67,69,71,64,65,67,69,62,62,64,65,66,68,64,60,62,60,59,55,57,53,50,55,53,50",2
15636,224,393,1,D-7,G7,D-7,"72,71,69,67,67,69,71,67,65,67,69,65,62,66,67,62,67,69,72,71,60,65,69,72,70,69,71,70,71,72,74,71,74,71,74,71,62,65",2
15637,224,401,1,Eb-7,G7,G7,"72,75,75,70,81,82,72,75,75,72,73,68,75,75,74,73,72,75,82,83,75,75,72,73,68",2
15638,224,409,1,D-7,D7,D-7,"75,74,72,71,74,74,74,81,82,71,62,65,66,80,74,73,71,74,74,75,74,71,67",2
15639,224,417,1,D-7,G7,D-7,"68,69,68,69,69,70,69,65,62,59,68,67,71,69,66,65,64,63,65,66,67,70,71,64,66,68,70,66,63,59,58,57,56,55,59,57,62,65,69,74,72",2
15640,224,425,1,D-7,G7,D-7,"69,67,65,62,59,57,55,53,61,60,59,58,57,56,55,58,59,57,62,65,69,72,72,69,72,67,67,63",2
15641,224,433,1,Eb-7,G7,D-7,"68,66,63,58,66,65,60,65,68,70,68,62,61,59,56,57,59,61,62,64,65,67,69,70,70,69,67,65,67,69,71,70,63,66,65,64,63,62,61,60,58,54,53,51,56,54,51,48,53,51,56,47,46,51,68",2
15642,224,441,1,D-7,D-7,D-7,"64,65,69,63,55,50,51,50,49,53,49,50,51,53,55,56,57,60,59,51,62,64,66,56,57,63,61,59,58,57,56,55,70,69,62,65,69,67,65,69,72,62,65,69,75,66,65,66,67",2
15643,224,449,1,D-7,G7,D-7,"67,67,67,67,65,67,67,67,67,62,67,67,67,67,67,67,67,67,71,67,74",2
15644,224,457,1,D-7,G7,D-7,"67,62,70,71,69,71,69,67,65,62,58,65,65,65,67,69,71,69,66,65,65,64,63,66,71,67,66,65,68,63,62,61,65,62,66,68,71,70,64",2
15645,224,465,1,Eb-7,G7,G7,"72,72,70,72,70,72,72,70,72,70,67,63,71,72,73,72,73,75,62,74,73,71,70,66,63,59,67,66,63,57",2
15646,224,473,1,D-7,D-7,D-7,"69,74,71,69,65,62,67,63,70,68,70,68,65,71,70,68,69,68,67,71,70,69,66,65,64,63,71,63,62,68,71,64,70,60,62,63,67,67,69,69,71,69,65,62,58,65,66,67,62,67",2
15647,224,481,1,D-7,G7,D-7,"62,61,65,62,57,57,59,55,62,60,59,55,57,59,60,62,64,65,67,69,71,72,71,69,69,65",2
15648,224,489,1,D-7,G7,D-7,"69,71,72,74,69,71,71,69,65,67,69,71,64,65,67,69,69,62,64,65,60,62,64,60,62,64,65,65,69,59,59,59,60,62,64,65,67,69,71,67,67,69,71,66,69,65,62,67,65,67,69,70,60",2
15649,224,497,1,Eb-7,G7,D-7,"61,63,65,63,62,63,65,66,65,63,66,68,70,72,63,65,66,65,64,63,62,61,60,58,58,54,53,51,56,53,47,53,51,46,55,62,62,57,53,51,54",2
15650,224,505,1,D-7,D-7,D-7,"47,51,57,51,55,59,53,45,53,52,47,47,55,50,53,50,45,45,52,47,54,48,57,51,52,55,59,50,50,53,57,52,55,59,62,57",2
15651,224,513,1,D-7,G7,D-7,"47,51,48,57,50,48,49,57,59,52,55,59,59,57,50,55,57,67,67,51,48,45,45,50,57,53,50,57,55,57,53,65,67,71,67,64,59,54,51,48,47",2
15652,224,521,1,D-7,G7,G7,"47,53,47,55,47,48,55,48,55,57,51,55,59,49,51,57,51,50,51,53,55,50,53,57,60,57,60,62,67,62,62,65,69,71,66,69,67,71,62,65,69,71,79",2
15653,224,529,1,Eb-7,G7,G7,"56,68,59,58,59,58,68,58,68,63,66,70,47,54,68,67,70,66,63,65,66,68,67,69,61,62,63,68,67,69,68,63,66,64,64,67,69,62,68,67,65,69,60,65,69,71,63,66,70,71,68,63",2
15654,224,537,1,D-7,D-7,D-7,"70,62,65,63,65,70,61,61,58,54,53,49,54,49,54,67,62,67,68,67,67,68,67,67,64,66,67,71,63,68,71,70,68,70,68,67,67,60,65,69,74,73,71,69,65,62,57,65,67,69,68,65,64",2
15655,224,545,1,D-7,G7,D-7,"62,65,67,69,62,65,67,69,62,65,67,69,68,69,62,66,67,69,62,65,67,69,62,68,67,69,67,69,67,65,62,65,67,62",2
15656,224,553,1,D-7,G7,D-7,"64,65,67,69,64,65,67,69,64,65,67,69,68,64,65,67,69,83,69,74,69,74,69,68,69,71,69,68,69,74,68,74,71,67,66,68,66,66,65,66,70,65,64,65,67,62",2
15657,224,561,1,Eb-7,G7,G7,"66,65,66,70,69,68,63,70,67,68,67,68,70,68,64,66,68,69,65,61,59,58,57,56,55,59,57,59,58,54,53,51,56,53,48,53,51,45",2
15658,224,569,1,D-7,D-7,D-7,"67,71,69,66,65,64,63,63,62,63,65,66,68,70,62,61,59,61,63,65,60,66,69,71,67,62,58,63,62,63,67,64,66,68,70,66,63,59,58,57,56,55,59",2
15659,224,577,1,D-7,G7,D-7,"57,62,65,62,62,57,57,52,57,53,50,69,70,69,49,66,68,66,64,69,70,58,61,63,65,70,63,66,68,63,61,59,58,57",2
15660,224,585,1,D-7,G7,D-7,"57,59,61,62,64,61,62,64,65,67,61,66,68,71,70,67,66,69,71,62,60,59,55,63,62,63,65,66,67,70,63,62,61,62,63,67,64,66,68,70,66,55,59,58,57,62,65,69,74,73,69,69,68",2
15661,224,593,1,Eb-7,G7,G7,"71,72,70,72,71,72,68,63,70,72,63,60,63,72,63,72,63,72,63,72,63,72,73,75,74,70,71,62",2
15662,224,601,1,D-7,D-7,D-7,"71,63,67,71,66,61,61,66,70,62,61,60,59,63,61,58,54,56,58,61,63,66,68,70,73,68,68,67,66,69,64,62",2
15663,224,609,1,D-7,G7,D-7,"68,69,69,68,69,67,69,69,67,69,65,62,69,65,69,67,69,69,65,62,69,67,65",2
15664,224,617,1,D-7,G7,D-7,"62,62,57,53,55,55,57,59,60,62,62,61,62,65,67,67,66,67,74,69,69,68,67,72,67,67,66,67,71,65,65,64,65,69,64,64,63,64,67,62",2
15665,224,625,1,Eb-7,G7,D-7,"70,69,70,75,68,68,67,68,72,66,66,67,71,65,65,64,69,63,63,68,68,61,61,69,69,66,60,65,69,58,63,56,60,54,54,58,63,62",2
15666,224,633,1,D-7,D-7,D-7,"69,68,74,74,67,67,66,67,71,65,69,64,67,62,65,60,64,69,59,59,64,68,60,55,53,59,53,57,52,66,67,66",2
15667,224,641,1,D-7,G7,D-7,"67,61,60,59,58,57,65,62,57,67,65,67,65,67,69,65,62,62",2
15668,224,649,1,D-7,G7,D-7,"62,65,67,69,63,62,61,65,60,63,68,72,75,64,66,68,70,66,61,59,58,57,56,55,59,57,53,50,53,44,45,48,66,66,60,66,65,65,45,53,50,53,57,45",2
15669,224,657,1,Eb-7,G7,G7,"45,55,44,53,46,55,48,55,51,57,54,56,54,58,51,57,50,55,48,53,56,54,58,46,56,50,55,51,54,56,66,70,61,66,70,65",2
15670,224,665,1,D-7,D-7,D-7,"54,48,54,49,50,53,57,58,57,53,52,54,58,52,55,57,60,57,60,62,67,60,65,69,71,62,68,69,69,67,65,62",2
15671,224,673,1,D-7,G7,D-7,"68,69,69,62,65,69,68,69,67,69,67,66,65,62,65,68,69,69,67,69,67,69,67,69,65,62,68,69,67,65,62",2
15672,224,681,1,D-7,G7,D-7,"62,62,62,60,62,65,62,65,62,67,65,66,67,65,67,69,72,69,72,69,67,65,69,65,64,62,65,62,60,59,61,57,53,55,53,50",2
15673,224,689,1,Eb-7,G7,D-7,"72,73,72,68,73,72,68,73,72,68,73,72,68,73,72,68,72,72,71,73,73,70,72,72,68,73,73,68,72,72,69",2
15674,224,697,1,D-7,D-7,D-7,"72,72,72,67,71,71,67,72,72,69,71,71,67,65,62,70,72,65,72,72,69,71,71,67,72,72,69,72,71,67,72,72,69,71,71,67,65,62,70,71",2
15675,224,705,1,D-7,G7,D-7,"67,69,71,62,67,69,71,62,69,72,75,77,74,75,76,77,75,73,75,71,69,65,66,65,64,63,66,71,64,67,68,71,70,68,67,70,68,67,67,60,65,74",2
15676,224,713,1,D-7,G7,D-7,"73,69,65,62,65,67,65,62,67,65,62,61,60,59,63,58,55,53,52,51,50,52,55,57,67,69,67,63,61,59,57,56,69,71,68,70,65,66,70,69,63,59,61,65,69,71",2
15677,224,721,1,Eb-7,G7,D-7,"66,68,69,71,66,68,67,70,67,68,66,70,67,63,67,70,65,66,69,71,66,61,59,58,57,65,66,46,55,51,69,64,67,69,70,65,70,68,67,66,60,65,69,71,63,66,73,74,68",2
15678,224,729,1,D-7,D-7,D-7,"45,54,46,56,51,54,57,52,63,64,67,71,69,66,69,68,67,61,65,69,71,63,67,70,70,68,67,67,60,62,65,67,78,79,81,79,75,68,69,68,67,77,79",2
15679,224,737,1,D-7,G7,D-7,"77,79,68,66,75,77,72,46,45,78,79,80,81,80,77,75,72,70,69,79,80,81,80,81,76,77",2
15680,224,745,1,D-7,G7,D-7,"74,73,69,74,72,69,65,62,58,65,67,67,69,71,67,65,65,64,65,62,65,62,59,62,59,57,53,50,70,72",2
15681,224,753,1,Eb-7,G7,G7,"71,72,72,70,68,65,63,68,70,69,70,68,70,72,70,70,64,65,67,66,63,62,65,63,63,62,63,66,65,61,58,54,60",2
15682,224,761,1,D-7,D-7,D-7,"60,61,63,65,62,65,69,72,66,67,71,62,67,71,62,67,69,65,66,67,62,67,69,71,62,67,69,71,62,66,67,69,71,67,70",2
15683,224,769,1,D-7,G7,D-7,"71,74,70,74,71,65,69,71,65,70,71,74,71,67,74,71,74,71,65,70,71,65",2
15684,224,777,1,D-7,G7,D-7,"71,74,73,70,71,73,74,67,70,74,74,77,79,72,74,77,72,74,70,65,67,66,67,68,65,61,62,58,55,53,50,48,50,73,74,75,76,77,78,76",2
15685,224,785,1,Eb-7,G7,D-7,"77,78,76,75,72,73,71,72,73,75,68,67,68,67,66,68,70,61,62,63,66,63,61,58,55,58,57,53,54,53,50,47,46,43,51,71,73",2
15686,224,793,1,D-7,D-7,D-7,"74,77,72,74,73,71,70,67,69,67,68,67,62,61,62,58,55,54,49,50,46,77,79,84,78,73,74,76,77,73,72,74,72,73,72,71,70,66,67,68,61,62,65,67,62",2
15687,224,801,1,D-7,G7,D-7,"65,67,67,65,69,68,67,69,67,69,67,65,46,53,56,52,53,54,57,59,51,52,69,66,69,69,62,66,69",2
15688,224,809,1,D-7,G7,D-7,"63,68,69,69,68,59,71,71,59,71,71,57,60,60,69,69,69,58,69,72,71,57,69,69,63,71,71,63,69,69,65,66,71,71,63,69,69,62,63,71,71,61,62,69,69",2
15689,224,817,1,Eb-7,G7,D-7,"58,59,70,70,65,67,68,72,72,58,69,70,70,58,71,70,70,62,63,72,72,58,70,70,59,60,72,72,58,59,70,70,59,60,72,72,58,71,70,70,59,60,72,72,58,59,70,70,59,60,72,72,59,60,72",2
15690,224,825,1,D-7,D-7,D-7,"59,60,71,71,56,57,72,71,73,72,59,69,69,57,58,71,71,58,69,69,57,58,71,69,70,71,70,71,70,71,69,71,69",2
15691,224,833,1,D-7,G7,D-7,"71,62,70,71,67,71,67,65,69,70,71,65,71,65,72,65,72,73,73,74,74,73,74,71,73,71,67,67,65,62",2
15692,224,841,1,D-7,G7,D-7,"65,67,69,71,66,65,67,69,71,64,66,68,70,69,63,62,63,65,66,68,70,71,68,66,65,65,63,62,61,65,61,61,63,65,67,63,61,59,58,57,56,55,59,57,57,54,57",2
15693,224,849,1,Eb-7,G7,G7,"54,55,51,50,49,53,48,51,56,58,60,63,59,58,57,55,54,59,58,54,53,51,56,56,58,60,61,62,65,63,62,66,66,68,64,63,64,69,67,69,67,67,72,69,71,68,66,63,65,66,66,68,71",2
15694,224,857,1,D-7,D-7,D-7,"64,66,67,69,66,64,63,62,68,67,65,63,59,58,68,69,68,67,70,67,68,68,67,66,69,71,63,62,63,67,64,66,68,70,66,61,59,58,57,57,59,62,65,69,71,74,69,62,65,69",2
15695,224,865,1,D-7,G7,D-7,"65,62,74,73,69,65,62,57,65,65,74,74,73,69,70,71,69,65,62,57,53",2
15696,224,873,1,D-7,G7,D-7,"71,65,69,65,62,59,57,59,57,53,52,51,52,57,60,51,52,50,53,57,60,59,59,58,59,60,62,64,65,67,67,69,72,69,67,69,65,70",2
15697,224,881,1,Eb-7,G7,D-7,"73,70,69,71,72,68,65,70,73,70,68,72,70,73,71,68,70,73,70,73,68,69,73,73,70,73,72,70,72,73,71,70,71,70,71,72,73,68,71,72,71,72,70,68,70,71,69,70,68,70,73,72,73,70,68,70,74,68,70,72,71,70",2
15698,224,889,1,D-7,D-7,D-7,"72,69,65,73,72,71,69,71,73,71,69,71,73,72,69,65,69,72,69,72,69,68,71,69,74,69,71,73,72,71,72,71,72,71,72,71,72,73,72,74,73,71,72,69,71,69,65,69,71,69,71,69,65,72,71,72,71,73,71,72,73,72,67,68,69,65",2
15699,224,897,1,D-7,G7,D-7,"68,65,69,65,71,72,71,65,69,65,69,65,69,65,71,65,71,65,71,66,69,65,69,65,71,65,71,66,71,66,71,65,68,69,65,69,65,69,65,69,65,70,72,65,72,65,72,65,72,65,68",2
15700,224,905,1,D-7,G7,G7,"69,65,69,65,71,65,72,65,72,65,69,65,69,65,69,65,69,65,69,65,70,65,70,65,69,65,71,65,71,65,69,65,71,65,69,65,69,65,68,69,65,69,65,69,65,71,65,71,65,69,65,69,65,69,65,69,65,69,71,65,71,65,71,73,71,65,70",2
15701,224,913,1,Eb-7,G7,G7,"65,70,65,72,73,72,73,72,73,73,72,73,70,65,70,65,70,65,70,65,69,65,72,73,72,73,72,68,70,66,72,71,70,71,70,66,65,64,63,62,61,60,58,58,57,53,69",2
15702,224,921,1,D-7,D-7,D-7,"62,69,62,69,62,67,71,62,71,62,71,62,70,71,63,71,63,70,66,70,64,70,64,70,64,70,71,65,71,66,71,66,70,71,65,71,65,67,69,65,70,66,71,65,69,71,65,69,65,69,65,69,71,65,70,65,69,74,71,69,74,71",2
15703,224,929,1,D-7,G7,D-7,"69,74,74,74,69,62,82,74,69,74,73,71,69,67,65,62,65,62,59,62,59,57,55,53,50,45",2
15704,224,937,1,D-7,G7,G7,"44,48,46,48,46,53,46,53,51,50,51,53,51,52,54,57,62,61,59,58,57,56,59,64,63,61,57,62,64,66,69,65,66,65,63,61,60,59,63,59,58,57,56,55,59,57,53",2
15705,224,945,1,Eb-7,G7,G7,"54,55,68,68,67,69,58,58,58,59,61,60,67,63,67,71,68,61,60,70,69,66,65,63,67,66,63,58,65,60,56,56,54,51,56,53,48,46,51,46,44",2
15706,224,953,1,D-7,D-7,D-7,"45,50,53,56,50,53,57,63,63,62,63,65,61,63,64,66,63,61,59,58,59,61,63,64,66,66,68,70,66,61,59,58,57,56,55,58,59,57,62,65,70,74,61,69,72",2
15707,224,961,1,D-7,G7,D-7,"69,83,72,74,69,68,65,68,69,67,65,67,71,69,66,65,64,63,66,70,70,71,68,66,65,67,63,62,61,60,61,64,66,67,63",2
15708,224,969,1,D-7,G7,D-7,"61,64,60,63,68,72,71,64,66,68,69,65,69,74,71,71,67,65,67,69,65,62,65,62,59,55,57,53,50,53,54,51,56",2
15709,224,977,1,Eb-7,G7,D-7,"58,60,63,65,47,56,65,62,63,66,67,70,69,67,62,65,68,70,72,73,68,71,68,66,63,60,63,66,75,75,68,72,70,65,70,68,65,61,68,65,63,58",2
15710,224,985,1,D-7,D-7,D-7,"65,69,72,74,72,69,73,71,69,71,69,64,66,69,71,64,61,59,66,68,71,71,70,66,65,63,67,65,62,68,65,61,62,64,62,65,66,67,65,62",2
15711,224,993,1,D-7,G7,D-7,"62,64,67,65,62",2
15712,225,1,1,D-7,G7,D-7,"69,69,69,69,67,69,69,67,69,67,69,67,65,62,69,67,65,62,65,62,60,59,62,59,57,59,57,55,57,53,55,57",1
15713,225,9,1,D-7,D-7,Eb-7,"57,59,62,65,69,71,74,71,68,70,69,67,69,74,71,69,65,62,57,59,62,65,57,59,62,65,69,71,74,69,69,71,69,65,62,59,64,62,59,57,53,57",1
